"match_id","match_name","match_date","match_startdate_utc","round_name","round_number","round_code","match_status_code","match_type_code","season_id","competition_id","venue_id","venue_code","venue_name","home_squad_id","home_squad_code","home_squad_name","home_squad_score_goals","home_squad_score_behinds","home_squad_score_points","away_squad_id","away_squad_code","away_squad_name","away_squad_score_goals","away_squad_score_behinds","away_squad_score_points","person_id","person_fullname","person_displayname","jumpernumber","player_squad_id","player_squad_code","age_match","selected_position_code","selected_position_name","player_id","player_firstname","player_surname","player_dob","player_height","player_jumpernumber","participation_position_code","match_played","player_position_id","position_name","position_code","disposals","kicks","handballs","marks","tackles","clearances","free_kicks","pressure_acts","inside_50s","rebound_50s","metres_gained","turnovers","goals","behinds","time_on_ground"
"183160337","Carlton v Geelong Cats","2026-02-25T00:00:00Z","2026-02-25T08:10:00Z","Pre-Season Round 1","1","P01","COMP","REG","2026","2026012989","50","IKP","Ikon Park","30","CARL","Carlton","13","8","86","70","GEEL","Geelong Cats","11","5","71","1023537","Jhye Clark","J.Clark","13","70","GEEL","21.60","W","Wing","1023537","Jhye","Clark","2004-07-23T00:00:00Z","181","","","","","","","","","","","","","","","","","","","","",""
"183160337","Carlton v Geelong Cats","2026-02-25T00:00:00Z","2026-02-25T08:10:00Z","Pre-Season Round 1","1","P01","COMP","REG","2026","2026012989","50","IKP","Ikon Park","30","CARL","Carlton","13","8","86","70","GEEL","Geelong Cats","11","5","71","1027877","Connor O'Sullivan","C.O'Sullivan","14","70","GEEL","20.80","BP","Back Pocket","1027877","Connor","O'Sullivan","2005-05-19T00:00:00Z","198","","","","","","","","","","","","","","","","","","","","",""
"183160337","Carlton v Geelong Cats","2026-02-25T00:00:00Z","2026-02-25T08:10:00Z","Pre-Season Round 1","1","P01","COMP","REG","2026","2026012989","50","IKP","Ikon Park","30","CARL","Carlton","13","8","86","70","GEEL","Geelong Cats","11","5","71","1023681","George Stevens","G.Stevens","15","70","GEEL","20.90","INT","Interchange","1023681","George","Stevens","2005-04-14T00:00:00Z","189","","","","","","","","","","","","","","","","","","","","",""
"183160337","Carlton v Geelong Cats","2026-02-25T00:00:00Z","2026-02-25T08:10:00Z","Pre-Season Round 1","1","P01","COMP","REG","2026","2026012989","50","IKP","Ikon Park","30","CARL","Carlton","13","8","86","70","GEEL","Geelong Cats","11","5","71","1009229","Sam De Koning","S.De Koning","16","70","GEEL","25.00","RK","Ruck","1009229","Sam","De Koning","2001-02-26T00:00:00Z","204","","","","","","","","","","","","","","","","","","","","",""
"183160337","Carlton v Geelong Cats","2026-02-25T00:00:00Z","2026-02-25T08:10:00Z","Pre-Season Round 1","1","P01","COMP","REG","2026","2026012989","50","IKP","Ikon Park","30","CARL","Carlton","13","8","86","70","GEEL","Geelong Cats","11","5","71","1013464","Lawson Humphries","L.Humphries","17","70","GEEL","22.80","HBF","Half Back Flank","1013464","Lawson","Humphries","2003-04-24T00:00:00Z","182","","","","","","","","","","","","","","","","","","","","",""
"183160337","Carlton v Geelong Cats","2026-02-25T00:00:00Z","2026-02-25T08:10:00Z","Pre-Season Round 1","1","P01","COMP","REG","2026","2026012989","50","IKP","Ikon Park","30","CARL","Carlton","13","8","86","70","GEEL","Geelong Cats","11","5","71","296190","Jack Martin","J.Martin","19","70","GEEL","31.10","INT","Interchange","296190","Jack","Martin","1995-01-29T00:00:00Z","186","","","","","","","","","","","","","","","","","","","","",""
"183160337","Carlton v Geelong Cats","2026-02-25T00:00:00Z","2026-02-25T08:10:00Z","Pre-Season Round 1","1","P01","COMP","REG","2026","2026012989","50","IKP","Ikon Park","30","CARL","Carlton","13","8","86","70","GEEL","Geelong Cats","11","5","71","1025034","Oliver Dempsey","O.Dempsey","28","70","GEEL","23.10","W","Wing","1025034","Oliver","Dempsey","2003-01-07T00:00:00Z","187","","","","","","","","","","","","","","","","","","","","",""
"183160337","Carlton v Geelong Cats","2026-02-25T00:00:00Z","2026-02-25T08:10:00Z","Pre-Season Round 1","1","P01","COMP","REG","2026","2026012989","50","IKP","Ikon Park","30","CARL","Carlton","13","8","86","70","GEEL","Geelong Cats","11","5","71","1002222","James Worpel","J.Worpel","29","70","GEEL","27.10","OB","On Ball","1002222","James","Worpel","1999-01-24T00:00:00Z","186","","","","","","","","","","","","","","","","","","","","",""
"183160337","Carlton v Geelong Cats","2026-02-25T00:00:00Z","2026-02-25T08:10:00Z","Pre-Season Round 1","1","P01","COMP","REG","2026","2026012989","50","IKP","Ikon Park","30","CARL","Carlton","13","8","86","70","GEEL","Geelong Cats","11","5","71","994386","Tom Atkins","T.Atkins","30","70","GEEL","30.40","OB","On Ball","994386","Tom","Atkins","1995-09-18T00:00:00Z","180","","","","","","","","","","","","","","","","","","","","",""
"183160337","Carlton v Geelong Cats","2026-02-25T00:00:00Z","2026-02-25T08:10:00Z","Pre-Season Round 1","1","P01","COMP","REG","2026","2026012989","50","IKP","Ikon Park","30","CARL","Carlton","13","8","86","70","GEEL","Geelong Cats","11","5","71","1016433","Shannon Neale","S.Neale","33","70","GEEL","23.60","FF","Full Forward","1016433","Shannon","Neale","2002-07-25T00:00:00Z","203","","","","","","","","","","","","","","","","","","","","",""
"183160337","Carlton v Geelong Cats","2026-02-25T00:00:00Z","2026-02-25T08:10:00Z","Pre-Season Round 1","1","P01","COMP","REG","2026","2026012989","50","IKP","Ikon Park","30","CARL","Carlton","13","8","86","70","GEEL","Geelong Cats","11","5","71","1024982","Oisin Mullin","O.Mullin","34","70","GEEL","26.00","HBF","Half Back Flank","1024982","Oisin","Mullin","2000-02-11T00:00:00Z","182","","","","","","","","","","","","","","","","","","","","",""
"183160337","Carlton v Geelong Cats","2026-02-25T00:00:00Z","2026-02-25T08:10:00Z","Pre-Season Round 1","1","P01","COMP","REG","2026","2026012989","50","IKP","Ikon Park","30","CARL","Carlton","13","8","86","70","GEEL","Geelong Cats","11","5","71","270917","Patrick Dangerfield","P.Dangerfield","35","70","GEEL","35.90","INT","Interchange","270917","Patrick","Dangerfield","1990-04-05T00:00:00Z","189","","","","","","","","","","","","","","","","","","","","",""
"183160337","Carlton v Geelong Cats","2026-02-25T00:00:00Z","2026-02-25T08:10:00Z","Pre-Season Round 1","1","P01","COMP","REG","2026","2026012989","50","IKP","Ikon Park","30","CARL","Carlton","13","8","86","70","GEEL","Geelong Cats","11","5","71","1012860","Oliver Henry","O.Henry","36","70","GEEL","23.60","HFF","Half Forward Flank","1012860","Oliver","Henry","2002-07-29T00:00:00Z","189","","","","","","","","","","","","","","","","","","","","",""
"183160337","Carlton v Geelong Cats","2026-02-25T00:00:00Z","2026-02-25T08:10:00Z","Pre-Season Round 1","1","P01","COMP","REG","2026","2026012989","50","IKP","Ikon Park","30","CARL","Carlton","13","8","86","70","GEEL","Geelong Cats","11","5","71","1000937","Jack Henry","J.Henry","38","70","GEEL","27.50","FB","Full Back","1000937","Jack","Henry","1998-08-29T00:00:00Z","192","","","","","","","","","","","","","","","","","","","","",""
"183160337","Carlton v Geelong Cats","2026-02-25T00:00:00Z","2026-02-25T08:10:00Z","Pre-Season Round 1","1","P01","COMP","REG","2026","2026012989","50","IKP","Ikon Park","30","CARL","Carlton","13","8","86","70","GEEL","Geelong Cats","11","5","71","1004870","Zach Guthrie","Z.Guthrie","39","70","GEEL","27.70","INT","Interchange","1004870","Zach","Guthrie","1998-06-30T00:00:00Z","188","","","","","","","","","","","","","","","","","","","","",""
"183160337","Carlton v Geelong Cats","2026-02-25T00:00:00Z","2026-02-25T08:10:00Z","Pre-Season Round 1","1","P01","COMP","REG","2026","2026012989","50","IKP","Ikon Park","30","CARL","Carlton","13","8","86","70","GEEL","Geelong Cats","11","5","71","1007102","Mark O'Connor","M.O'Connor","42","70","GEEL","29.10","INT","Interchange","1007102","Mark","O'Connor","1997-01-17T00:00:00Z","189","","","","","","","","","","","","","","","","","","","","",""
"183160337","Carlton v Geelong Cats","2026-02-25T00:00:00Z","2026-02-25T08:10:00Z","Pre-Season Round 1","1","P01","COMP","REG","2026","2026012989","50","IKP","Ikon Park","30","CARL","Carlton","13","8","86","70","GEEL","Geelong Cats","11","5","71","291800","Tom Stewart","T.Stewart","44","70","GEEL","33.00","BP","Back Pocket","291800","Tom","Stewart","1993-03-15T00:00:00Z","190","","","","","","","","","","","","","","","","","","","","",""
"183160337","Carlton v Geelong Cats","2026-02-25T00:00:00Z","2026-02-25T08:10:00Z","Pre-Season Round 1","1","P01","COMP","REG","2026","2026012989","50","IKP","Ikon Park","30","CARL","Carlton","13","8","86","70","GEEL","Geelong Cats","11","5","71","999326","Brad Close","B.Close","45","70","GEEL","27.60","HFF","Half Forward Flank","999326","Brad","Close","1998-07-30T00:00:00Z","183","","","","","","","","","","","","","","","","","","","","",""
"183160337","Carlton v Geelong Cats","2026-02-25T00:00:00Z","2026-02-25T08:10:00Z","Pre-Season Round 1","1","P01","COMP","REG","2026","2026012989","50","IKP","Ikon Park","30","CARL","Carlton","13","8","86","70","GEEL","Geelong Cats","11","5","71","296733","Mark Blicavs","M.Blicavs","46","70","GEEL","34.90","FP","Forward Pocket","296733","Mark","Blicavs","1991-03-28T00:00:00Z","198","","","","","","","","","","","","","","","","","","","","",""
"183156898","Sydney Swans v GWS GIANTS","2026-02-26T00:00:00Z","2026-02-26T05:10:00Z","Pre-Season Round 1","1","P01","COMP","REG","2026","2026012989","341","HEN","Henson Park","160","SYD","Sydney Swans","14","13","97","1010","GWS","GWS GIANTS","8","11","59","1027925","Harvey Thomas","H.Thomas","1","1010","GWS","20.60","W","Wing","1027925","Harvey","Thomas","2005-08-08T00:00:00Z","176","","","","","","","","","","","","","","","","","","","","",""
