"player","position","round","distance_m","hs_dist","sprints","player_load","max_vel","m_per_min","accels","decels","hmld","field_min","activity_id","athlete_id","period_id"
"James Worpel","Midfielder","Round 23 v Melbourne","3417.64014","379.74999","8","330.91571","8.06823","124.52688","50","0","1059.73999","1912.7599999904633","869c85ee-8871-4402-be74-2ce39a46856d","8efe86c2-4856-43ad-8822-2a8807b79d8b","0975166e-cc94-4a88-9e54-d4491eebb29f"
"Jai Newcombe","Hybrid","Round 23 v Melbourne","3469.19604","220.32","5","379.83099","6.72427","142.74079","47","0","1417.53003","1796.75","869c85ee-8871-4402-be74-2ce39a46856d","a5e3bb3d-7e57-4dff-9d50-d405f3e1a584","ac94af9f-b798-4ca7-b99d-327081e17fde"
"Jai Newcombe","Hybrid","Round 23 v Melbourne","3091.59351","293.63999","5","324.16702","7.42812","141.05594","38","0","1171.42993","1710.9100000858307","869c85ee-8871-4402-be74-2ce39a46856d","a5e3bb3d-7e57-4dff-9d50-d405f3e1a584","1d719da6-234a-4e95-8bdb-a96ab9bc3ff0"
"Jai Newcombe","Hybrid","Round 23 v Melbourne","2697.50244","322.83998999999994","8","280.29919","7.84526","132.38301","32","0","905.31","1813.3700001239777","869c85ee-8871-4402-be74-2ce39a46856d","a5e3bb3d-7e57-4dff-9d50-d405f3e1a584","71df9e04-a6e3-4503-9431-0ad31a769d66"
"Jai Newcombe","Hybrid","Round 23 v Melbourne","2907.34277","210.23","6","294.57538","6.88816","140.27289","37","0","1186.81006","1912.7599999904633","869c85ee-8871-4402-be74-2ce39a46856d","a5e3bb3d-7e57-4dff-9d50-d405f3e1a584","0975166e-cc94-4a88-9e54-d4491eebb29f"
"Nick Watson","Hybrid","Round 23 v Melbourne","3161.96533","494.82","16","294.70901","8.14351","128.87132","29","0","1043.67004","1796.75","869c85ee-8871-4402-be74-2ce39a46856d","d15ed9ce-f683-4f0e-b12f-c87e4029f11e","ac94af9f-b798-4ca7-b99d-327081e17fde"
"Nick Watson","Hybrid","Round 23 v Melbourne","2788.08838","241.89001","7","266.30322","7.60645","120.81153","34","0","1012.79004","1710.9100000858307","869c85ee-8871-4402-be74-2ce39a46856d","d15ed9ce-f683-4f0e-b12f-c87e4029f11e","1d719da6-234a-4e95-8bdb-a96ab9bc3ff0"
"Nick Watson","Hybrid","Round 23 v Melbourne","796.10577","114.03999999999999","3","83.51638","7.19642","129.31842","9","0","324.17999","1813.3700001239777","869c85ee-8871-4402-be74-2ce39a46856d","d15ed9ce-f683-4f0e-b12f-c87e4029f11e","71df9e04-a6e3-4503-9431-0ad31a769d66"
"Josh Battle","Hybrid","Round 23 v Melbourne","3987.7981","227.57000000000002","5","394.75308","7.70153","133.16704","39","0","1509.28003","1796.75","869c85ee-8871-4402-be74-2ce39a46856d","d906015c-707c-4176-b45b-c0b21e435310","ac94af9f-b798-4ca7-b99d-327081e17fde"
"Josh Battle","Hybrid","Round 23 v Melbourne","3490.39624","351.46001","12","339.55652","7.62213","142.4419","42","0","1282.28003","1710.9100000858307","869c85ee-8871-4402-be74-2ce39a46856d","d906015c-707c-4176-b45b-c0b21e435310","1d719da6-234a-4e95-8bdb-a96ab9bc3ff0"
"Josh Battle","Hybrid","Round 23 v Melbourne","3929.43115","366.42","10","386.12448","7.86215","130.01531","48","0","1375.59998","1813.3700001239777","869c85ee-8871-4402-be74-2ce39a46856d","d906015c-707c-4176-b45b-c0b21e435310","71df9e04-a6e3-4503-9431-0ad31a769d66"
"Josh Battle","Hybrid","Round 23 v Melbourne","3295.90698","469.81","15","320.56125","8.2891","125.43571","41","0","986.13","1912.7599999904633","869c85ee-8871-4402-be74-2ce39a46856d","d906015c-707c-4176-b45b-c0b21e435310","0975166e-cc94-4a88-9e54-d4491eebb29f"
"Massimo D'Ambrosio","Hybrid","Round 23 v Melbourne","3575.97778","465.25001000000003","12","343.3736","7.76372","143.66742","38","0","1255.35999","1796.75","869c85ee-8871-4402-be74-2ce39a46856d","dc9a9fa6-3f4c-464e-ae3c-ce8c25ab08d1","ac94af9f-b798-4ca7-b99d-327081e17fde"
"Massimo D'Ambrosio","Hybrid","Round 23 v Melbourne","1798.80798","165.82000000000002","2","188.25604","6.32185","129.78569","28","0","595.12","1710.9100000858307","869c85ee-8871-4402-be74-2ce39a46856d","dc9a9fa6-3f4c-464e-ae3c-ce8c25ab08d1","1d719da6-234a-4e95-8bdb-a96ab9bc3ff0"
"Massimo D'Ambrosio","Hybrid","Round 23 v Melbourne","3492.81934","309.99998999999997","8","342.00253","7.28863","139.88717","43","0","1430.70996","1813.3700001239777","869c85ee-8871-4402-be74-2ce39a46856d","dc9a9fa6-3f4c-464e-ae3c-ce8c25ab08d1","71df9e04-a6e3-4503-9431-0ad31a769d66"
"Massimo D'Ambrosio","Hybrid","Round 23 v Melbourne","3673.10913","442.88000000000005","10","360.069","7.57101","135.04822","36","0","1403.23999","1912.7599999904633","869c85ee-8871-4402-be74-2ce39a46856d","dc9a9fa6-3f4c-464e-ae3c-ce8c25ab08d1","0975166e-cc94-4a88-9e54-d4491eebb29f"
"Luke Breust","Forward","Round 23 v Melbourne","2947.76367","322.99","10","292.45187","7.69906","122.05724","31","0","1033.69995","1813.3700001239777","869c85ee-8871-4402-be74-2ce39a46856d","ee01af18-5e25-44f8-ad1e-e1852412a21f","71df9e04-a6e3-4503-9431-0ad31a769d66"
"Luke Breust","Forward","Round 23 v Melbourne","3666.91138","317.36001000000005","10","341.46307","7.40589","115.02472","44","0","1184.93005","1912.7599999904633","869c85ee-8871-4402-be74-2ce39a46856d","ee01af18-5e25-44f8-ad1e-e1852412a21f","0975166e-cc94-4a88-9e54-d4491eebb29f"
"Conor Nash","Back","Round 23 v Melbourne","2776.24463","380.69001","10","234.83594","7.62508","137.14252","28","0","995.08997","1796.75","869c85ee-8871-4402-be74-2ce39a46856d","ee799c04-c79f-41c9-bd53-176bb21a7077","ac94af9f-b798-4ca7-b99d-327081e17fde"
"Conor Nash","Back","Round 23 v Melbourne","2517.31445","198.31","3","215.29065","6.47714","141.33482","38","0","993.53003","1710.9100000858307","869c85ee-8871-4402-be74-2ce39a46856d","ee799c04-c79f-41c9-bd53-176bb21a7077","1d719da6-234a-4e95-8bdb-a96ab9bc3ff0"
"Conor Nash","Back","Round 23 v Melbourne","3364.79346","152.81","1","288.94223","6.42651","136.80803","40","0","1312.53003","1813.3700001239777","869c85ee-8871-4402-be74-2ce39a46856d","ee799c04-c79f-41c9-bd53-176bb21a7077","71df9e04-a6e3-4503-9431-0ad31a769d66"
"Conor Nash","Back","Round 23 v Melbourne","3247.24463","291.72","7","279.02216","6.98207","128.51722","37","0","1187.1499","1912.7599999904633","869c85ee-8871-4402-be74-2ce39a46856d","ee799c04-c79f-41c9-bd53-176bb21a7077","0975166e-cc94-4a88-9e54-d4491eebb29f"
"Karl Amon","Hybrid","Round 23 v Melbourne","3366.94531","461.70999","9","330.3111","8.0353","141.36632","19","0","1251.06006","1798.75","94a2b105-2482-4bba-a7d7-127375bd0809","036695b3-12e6-43fb-a153-0dea34fd7c41","3ab76dfd-342a-4c9d-a500-efd9ad5f4d80"
"Karl Amon","Hybrid","Round 23 v Melbourne","3151.83643","297.03999999999996","7","298.84937","7.4632","134.11689","20","0","1095.38","1640.25","94a2b105-2482-4bba-a7d7-127375bd0809","036695b3-12e6-43fb-a153-0dea34fd7c41","5578600d-9764-425d-8a84-34aaa831a2ae"
"Karl Amon","Hybrid","Round 23 v Melbourne","3555.10205","413.93","6","350.38254","7.39172","126.39314","19","0","1193.93005","1783.8700001239777","94a2b105-2482-4bba-a7d7-127375bd0809","036695b3-12e6-43fb-a153-0dea34fd7c41","9d503672-2b56-4b61-a7d4-b38b4bb744f0"
"Karl Amon","Hybrid","Round 23 v Melbourne","2310.02368","205.01999999999998","3","222.11563","7.52626","125.79544","13","0","815.58997","1691.6799998283386","94a2b105-2482-4bba-a7d7-127375bd0809","036695b3-12e6-43fb-a153-0dea34fd7c41","56b92e45-d986-4927-8d1a-639637223d60"
"Will Day","Hybrid","Round 23 v Melbourne","3278.30249","403.08998999999994","12","331.64978","7.67","139.59827","18","0","1252.13","1798.75","94a2b105-2482-4bba-a7d7-127375bd0809","09911943-d336-480e-bc5a-6f526913bbfb","3ab76dfd-342a-4c9d-a500-efd9ad5f4d80"
"Will Day","Hybrid","Round 23 v Melbourne","3192.51465","292.75998","9","303.69122","7.24211","124.15714","27","0","992.89001","1640.25","94a2b105-2482-4bba-a7d7-127375bd0809","09911943-d336-480e-bc5a-6f526913bbfb","5578600d-9764-425d-8a84-34aaa831a2ae"
"Will Day","Hybrid","Round 23 v Melbourne","3388.91797","259.23","4","348.54489","7.38899","113.98537","19","0","1083.66003","1783.8700001239777","94a2b105-2482-4bba-a7d7-127375bd0809","09911943-d336-480e-bc5a-6f526913bbfb","9d503672-2b56-4b61-a7d4-b38b4bb744f0"
"Will Day","Hybrid","Round 23 v Melbourne","822.89697","10.3","1","94.69617","7.01","104.08951","5","0","305.29001","1691.6799998283386","94a2b105-2482-4bba-a7d7-127375bd0809","09911943-d336-480e-bc5a-6f526913bbfb","56b92e45-d986-4927-8d1a-639637223d60"
"Jack Scrimshaw","Hybrid","Round 23 v Melbourne","3669.11182","411.92","10","330.33948","7.94404","134.95915","22","0","1317.84998","1798.75","94a2b105-2482-4bba-a7d7-127375bd0809","131ea882-7562-4a3d-a0e0-ddd0ca763ee2","3ab76dfd-342a-4c9d-a500-efd9ad5f4d80"
"Jack Scrimshaw","Hybrid","Round 23 v Melbourne","2981.4917","244.99","7","268.51163","7.12045","124.60523","9","0","1089.57996","1783.8700001239777","94a2b105-2482-4bba-a7d7-127375bd0809","131ea882-7562-4a3d-a0e0-ddd0ca763ee2","9d503672-2b56-4b61-a7d4-b38b4bb744f0"
"Jack Scrimshaw","Hybrid","Round 23 v Melbourne","3493.03955","288.25","10","312.50958","7.53766","131.60837","23","0","1412.84009","1691.6799998283386","94a2b105-2482-4bba-a7d7-127375bd0809","131ea882-7562-4a3d-a0e0-ddd0ca763ee2","56b92e45-d986-4927-8d1a-639637223d60"
"Josh Ward","Hybrid","Round 23 v Melbourne","3536.94141","561.72997","14","345.47162","7.766","149.1384","24","0","1138.58997","1798.75","94a2b105-2482-4bba-a7d7-127375bd0809","2794f857-7792-4f4b-b5fc-204ce195a191","3ab76dfd-342a-4c9d-a500-efd9ad5f4d80"
"Josh Ward","Hybrid","Round 23 v Melbourne","3246.89063","507.11999","15","318.08792","7.69154","144.38753","23","0","1120.39001","1640.25","94a2b105-2482-4bba-a7d7-127375bd0809","2794f857-7792-4f4b-b5fc-204ce195a191","5578600d-9764-425d-8a84-34aaa831a2ae"
"Josh Ward","Hybrid","Round 23 v Melbourne","3494.56445","567.4000199999999","11","342.83026","8.11001","151.39563","18","0","1190.64001","1783.8700001239777","94a2b105-2482-4bba-a7d7-127375bd0809","2794f857-7792-4f4b-b5fc-204ce195a191","9d503672-2b56-4b61-a7d4-b38b4bb744f0"
"Josh Ward","Hybrid","Round 23 v Melbourne","2527.49634","259.72999999999996","4","261.08386","8.8063","143.97177","20","0","870.37","1691.6799998283386","94a2b105-2482-4bba-a7d7-127375bd0809","2794f857-7792-4f4b-b5fc-204ce195a191","56b92e45-d986-4927-8d1a-639637223d60"
"Harry Morrison","Back","Round 23 v Melbourne","3181.31714","255.58999999999997","5","327.98129","7.45323","136.85243","27","0","1028.60999","1798.75","94a2b105-2482-4bba-a7d7-127375bd0809","28405012-6960-46d6-9664-4d4f08217ee7","3ab76dfd-342a-4c9d-a500-efd9ad5f4d80"
"Harry Morrison","Back","Round 23 v Melbourne","3078.78906","387.94000000000005","8","320.11707","7.13624","145.38935","28","0","1018.03003","1640.25","94a2b105-2482-4bba-a7d7-127375bd0809","28405012-6960-46d6-9664-4d4f08217ee7","5578600d-9764-425d-8a84-34aaa831a2ae"
"Harry Morrison","Back","Round 23 v Melbourne","3399.77002","417.47","13","357.41824","7.55312","136.06791","25","0","1083.35999","1783.8700001239777","94a2b105-2482-4bba-a7d7-127375bd0809","28405012-6960-46d6-9664-4d4f08217ee7","9d503672-2b56-4b61-a7d4-b38b4bb744f0"
"Harry Morrison","Back","Round 23 v Melbourne","3248.78711","466.27999","9","353.25537","7.5314","137.35104","24","0","1073.03003","1691.6799998283386","94a2b105-2482-4bba-a7d7-127375bd0809","28405012-6960-46d6-9664-4d4f08217ee7","56b92e45-d986-4927-8d1a-639637223d60"
"James Sicily","Back","Round 23 v Melbourne","3847.89111","368.66001","8","342.27695","7.68719","128.35217","16","0","1392.56995","1798.75","94a2b105-2482-4bba-a7d7-127375bd0809","29708cec-1d8a-451d-a7da-18fca9557adc","3ab76dfd-342a-4c9d-a500-efd9ad5f4d80"
"James Sicily","Back","Round 23 v Melbourne","3436.08447","380.29001000000005","13","310.60828","9.09319","125.69125","24","0","1122.85999","1640.25","94a2b105-2482-4bba-a7d7-127375bd0809","29708cec-1d8a-451d-a7da-18fca9557adc","5578600d-9764-425d-8a84-34aaa831a2ae"
"James Sicily","Back","Round 23 v Melbourne","3866.00171","300.84999999999997","8","359.42746","7.99544","130.03195","32","0","1564.62","1783.8700001239777","94a2b105-2482-4bba-a7d7-127375bd0809","29708cec-1d8a-451d-a7da-18fca9557adc","9d503672-2b56-4b61-a7d4-b38b4bb744f0"
"James Sicily","Back","Round 23 v Melbourne","2883.28735","113.92","3","248.64734","7.47779","118.4507","20","0","1069.16992","1691.6799998283386","94a2b105-2482-4bba-a7d7-127375bd0809","29708cec-1d8a-451d-a7da-18fca9557adc","56b92e45-d986-4927-8d1a-639637223d60"
"Blake Hardwick","Back","Round 23 v Melbourne","3778.81592","434.7","11","373.89166","8.35699","140.41466","25","0","1461.27991","1798.75","94a2b105-2482-4bba-a7d7-127375bd0809","2ca83ae0-85a1-479e-bef1-d06af29b9200","3ab76dfd-342a-4c9d-a500-efd9ad5f4d80"
"Blake Hardwick","Back","Round 23 v Melbourne","3253.5166","261.23","5","321.0748","7.55424","126.08738","32","0","1254.85999","1640.25","94a2b105-2482-4bba-a7d7-127375bd0809","2ca83ae0-85a1-479e-bef1-d06af29b9200","5578600d-9764-425d-8a84-34aaa831a2ae"
"Blake Hardwick","Back","Round 23 v Melbourne","2744.75635","175.41","5","283.40979","7.32339","115.60925","29","0","854.28003","1783.8700001239777","94a2b105-2482-4bba-a7d7-127375bd0809","2ca83ae0-85a1-479e-bef1-d06af29b9200","9d503672-2b56-4b61-a7d4-b38b4bb744f0"
"Blake Hardwick","Back","Round 23 v Melbourne","2538.5354","148.5","3","258.33521","7.91946","104.17282","17","0","804.27002","1691.6799998283386","94a2b105-2482-4bba-a7d7-127375bd0809","2ca83ae0-85a1-479e-bef1-d06af29b9200","56b92e45-d986-4927-8d1a-639637223d60"
"James Blanck","Hybrid","Round 23 v Melbourne","3223.09131","261.07","9","307.43738","8.61739","128.76999","21","0","1256.39001","1798.75","94a2b105-2482-4bba-a7d7-127375bd0809","332895cd-549e-4958-a2a8-c06506a6b021","3ab76dfd-342a-4c9d-a500-efd9ad5f4d80"
"James Blanck","Hybrid","Round 23 v Melbourne","2550.45898","133.38","5","244.91776","7.96407","119.35322","13","0","1002.09003","1640.25","94a2b105-2482-4bba-a7d7-127375bd0809","332895cd-549e-4958-a2a8-c06506a6b021","5578600d-9764-425d-8a84-34aaa831a2ae"
"James Blanck","Hybrid","Round 23 v Melbourne","3399.99756","188.64999999999998","5","334.48163","7.17938","114.35803","18","0","1254.81995","1783.8700001239777","94a2b105-2482-4bba-a7d7-127375bd0809","332895cd-549e-4958-a2a8-c06506a6b021","9d503672-2b56-4b61-a7d4-b38b4bb744f0"
"James Blanck","Hybrid","Round 23 v Melbourne","3078.91943","199.91000000000003","7","293.62006","7.39522","109.20219","17","0","1043.84998","1691.6799998283386","94a2b105-2482-4bba-a7d7-127375bd0809","332895cd-549e-4958-a2a8-c06506a6b021","56b92e45-d986-4927-8d1a-639637223d60"
"Jacob Koschitzke","Hybrid","Round 23 v Melbourne","3383.41821","334.83001","8","294.10248","7.28256","131.55581","23","0","1103.54004","1798.75","94a2b105-2482-4bba-a7d7-127375bd0809","4070ffd5-8b3e-4f61-a151-fe11be403868","3ab76dfd-342a-4c9d-a500-efd9ad5f4d80"
"Jacob Koschitzke","Hybrid","Round 23 v Melbourne","2902.43481","221.92999","3","254.03801","7.89975","125.31922","17","0","1130.51001","1640.25","94a2b105-2482-4bba-a7d7-127375bd0809","4070ffd5-8b3e-4f61-a151-fe11be403868","5578600d-9764-425d-8a84-34aaa831a2ae"
"Jacob Koschitzke","Hybrid","Round 23 v Melbourne","2826.10449","187.23000000000002","4","247.85434","6.46225","131.34999","17","0","1046.02002","1783.8700001239777","94a2b105-2482-4bba-a7d7-127375bd0809","4070ffd5-8b3e-4f61-a151-fe11be403868","9d503672-2b56-4b61-a7d4-b38b4bb744f0"
"Jacob Koschitzke","Hybrid","Round 23 v Melbourne","2445.5813","163.96","3","222.16681","6.92408","121.58199","20","0","834.59998","1691.6799998283386","94a2b105-2482-4bba-a7d7-127375bd0809","4070ffd5-8b3e-4f61-a151-fe11be403868","56b92e45-d986-4927-8d1a-639637223d60"
"Max Ramsden","Hybrid","Round 23 v Melbourne","3244.73193","388.33999","8","315.20828","7.15941","138.35335","16","0","1013.69","1798.75","94a2b105-2482-4bba-a7d7-127375bd0809","4677c91b-7431-4ef7-99b0-1e002767f04e","3ab76dfd-342a-4c9d-a500-efd9ad5f4d80"
"Max Ramsden","Hybrid","Round 23 v Melbourne","3224.85327","195.29000000000002","5","311.54547","6.63636","145.29093","17","0","1206.39001","1640.25","94a2b105-2482-4bba-a7d7-127375bd0809","4677c91b-7431-4ef7-99b0-1e002767f04e","5578600d-9764-425d-8a84-34aaa831a2ae"
"Max Ramsden","Hybrid","Round 23 v Melbourne","2849.92603","260.57001","5","279.56128","7.11835","150.03691","19","0","965.92004","1783.8700001239777","94a2b105-2482-4bba-a7d7-127375bd0809","4677c91b-7431-4ef7-99b0-1e002767f04e","9d503672-2b56-4b61-a7d4-b38b4bb744f0"
"Jarman Impey","Midfielder","Round 23 v Melbourne","2888.96533","351.66000999999994","9","340.83743","7.46875","124.27617","20","0","1053.22998","1798.75","94a2b105-2482-4bba-a7d7-127375bd0809","48b7449c-7b00-4728-8dcf-81959514acff","3ab76dfd-342a-4c9d-a500-efd9ad5f4d80"
"Jarman Impey","Midfielder","Round 23 v Melbourne","3097.37695","448.61001999999996","13","365.03799","7.63972","136.91072","24","0","1089.81006","1640.25","94a2b105-2482-4bba-a7d7-127375bd0809","48b7449c-7b00-4728-8dcf-81959514acff","5578600d-9764-425d-8a84-34aaa831a2ae"
"Jarman Impey","Midfielder","Round 23 v Melbourne","3153.24658","509.89999","10","365.33017","7.96499","127.47601","29","0","922.78998","1783.8700001239777","94a2b105-2482-4bba-a7d7-127375bd0809","48b7449c-7b00-4728-8dcf-81959514acff","9d503672-2b56-4b61-a7d4-b38b4bb744f0"
"Jarman Impey","Midfielder","Round 23 v Melbourne","3075.21436","554.50999","13","367.13739","7.94765","142.11772","25","0","1022.55005","1691.6799998283386","94a2b105-2482-4bba-a7d7-127375bd0809","48b7449c-7b00-4728-8dcf-81959514acff","56b92e45-d986-4927-8d1a-639637223d60"
"Ned Reeves","Hybrid","Round 23 v Melbourne","2972.54468","21.33","0","292.26031","5.98375","115.46628","13","0","1339.26001","1798.75","94a2b105-2482-4bba-a7d7-127375bd0809","52c4e9a4-a9c9-4323-b7b5-9c68cdefcfa3","3ab76dfd-342a-4c9d-a500-efd9ad5f4d80"
"Ned Reeves","Hybrid","Round 23 v Melbourne","2948.16797","106.88","2","283.20715","6.4698","120.17234","12","0","1267.60999","1640.25","94a2b105-2482-4bba-a7d7-127375bd0809","52c4e9a4-a9c9-4323-b7b5-9c68cdefcfa3","5578600d-9764-425d-8a84-34aaa831a2ae"
"Ned Reeves","Hybrid","Round 23 v Melbourne","2592.63037","32.13","1","245.12402","6.48608","105.11942","15","0","1013.51001","1783.8700001239777","94a2b105-2482-4bba-a7d7-127375bd0809","52c4e9a4-a9c9-4323-b7b5-9c68cdefcfa3","9d503672-2b56-4b61-a7d4-b38b4bb744f0"
"Ned Reeves","Hybrid","Round 23 v Melbourne","2612.05908","62.16","2","244.69304","6.22494","113.33783","12","0","1128.18994","1691.6799998283386","94a2b105-2482-4bba-a7d7-127375bd0809","52c4e9a4-a9c9-4323-b7b5-9c68cdefcfa3","56b92e45-d986-4927-8d1a-639637223d60"
"Connor Macdonald","Hybrid","Round 23 v Melbourne","3997.18945","730.5999999999999","16","392.59021","7.87429","155.15735","22","0","1358.63","1798.75","94a2b105-2482-4bba-a7d7-127375bd0809","7381a6b2-b11c-4f42-85df-1b3b97b11693","3ab76dfd-342a-4c9d-a500-efd9ad5f4d80"
"Connor Macdonald","Hybrid","Round 23 v Melbourne","3345.16553","347.77","9","330.82431","7.41265","139.04394","18","0","1209.05005","1640.25","94a2b105-2482-4bba-a7d7-127375bd0809","7381a6b2-b11c-4f42-85df-1b3b97b11693","5578600d-9764-425d-8a84-34aaa831a2ae"
"Connor Macdonald","Hybrid","Round 23 v Melbourne","2704.55737","300.33","8","264.10583","8.41508","134.69135","27","0","963.13","1783.8700001239777","94a2b105-2482-4bba-a7d7-127375bd0809","7381a6b2-b11c-4f42-85df-1b3b97b11693","9d503672-2b56-4b61-a7d4-b38b4bb744f0"
"Connor Macdonald","Hybrid","Round 23 v Melbourne","3922.6123","558.0699999999999","12","375.57346","8.10504","152.16506","18","0","1417.17993","1691.6799998283386","94a2b105-2482-4bba-a7d7-127375bd0809","7381a6b2-b11c-4f42-85df-1b3b97b11693","56b92e45-d986-4927-8d1a-639637223d60"
"Dylan Moore","Midfielder","Round 23 v Melbourne","3623.63867","495.19999","11","363.99716","7.86047","143.66122","24","0","1348.02002","1798.75","94a2b105-2482-4bba-a7d7-127375bd0809","8b0242f4-3a3b-4651-949f-17da0062afba","3ab76dfd-342a-4c9d-a500-efd9ad5f4d80"
"Dylan Moore","Midfielder","Round 23 v Melbourne","3485.99561","323.45999","5","344.71719","7.86168","140.24107","27","0","1271.27002","1640.25","94a2b105-2482-4bba-a7d7-127375bd0809","8b0242f4-3a3b-4651-949f-17da0062afba","5578600d-9764-425d-8a84-34aaa831a2ae"
"Dylan Moore","Midfielder","Round 23 v Melbourne","3978.71729","510.81998999999996","17","402.4155","8.38435","143.66972","38","0","1490.46997","1783.8700001239777","94a2b105-2482-4bba-a7d7-127375bd0809","8b0242f4-3a3b-4651-949f-17da0062afba","9d503672-2b56-4b61-a7d4-b38b4bb744f0"
"Dylan Moore","Midfielder","Round 23 v Melbourne","3753.26953","464.15","10","370.23273","8.14387","133.11984","24","0","1401.41003","1691.6799998283386","94a2b105-2482-4bba-a7d7-127375bd0809","8b0242f4-3a3b-4651-949f-17da0062afba","56b92e45-d986-4927-8d1a-639637223d60"
"James Worpel","Midfielder","Round 23 v Melbourne","3266.33447","357.65","8","348.58154","7.3743","140.89656","27","0","1202.27002","1798.75","94a2b105-2482-4bba-a7d7-127375bd0809","8efe86c2-4856-43ad-8822-2a8807b79d8b","3ab76dfd-342a-4c9d-a500-efd9ad5f4d80"
"James Worpel","Midfielder","Round 23 v Melbourne","3120.78735","217.60000000000002","6","335.06256","7.44745","151.16554","22","0","1244.81006","1640.25","94a2b105-2482-4bba-a7d7-127375bd0809","8efe86c2-4856-43ad-8822-2a8807b79d8b","5578600d-9764-425d-8a84-34aaa831a2ae"
"James Worpel","Midfielder","Round 23 v Melbourne","3088.08447","268.9","7","339.45868","8.03263","132.30773","19","0","1243.51001","1783.8700001239777","94a2b105-2482-4bba-a7d7-127375bd0809","8efe86c2-4856-43ad-8822-2a8807b79d8b","9d503672-2b56-4b61-a7d4-b38b4bb744f0"
"James Worpel","Midfielder","Round 23 v Melbourne","2853.80957","128.85","4","305.65442","7.17803","122.5293","23","0","1188.83997","1691.6799998283386","94a2b105-2482-4bba-a7d7-127375bd0809","8efe86c2-4856-43ad-8822-2a8807b79d8b","56b92e45-d986-4927-8d1a-639637223d60"
"Finn Maginness","Hybrid","Round 23 v Melbourne","4411.36865","493.6","9","478.11069","7.14812","150.40551","25","0","1802.58997","1798.75","94a2b105-2482-4bba-a7d7-127375bd0809","909a916f-b95d-44e4-8b9c-51b5ef5f1d35","3ab76dfd-342a-4c9d-a500-efd9ad5f4d80"
"Finn Maginness","Hybrid","Round 23 v Melbourne","3272.98169","201.71","5","376.27386","6.75439","142.77118","24","0","1318.53003","1640.25","94a2b105-2482-4bba-a7d7-127375bd0809","909a916f-b95d-44e4-8b9c-51b5ef5f1d35","5578600d-9764-425d-8a84-34aaa831a2ae"
"Finn Maginness","Hybrid","Round 23 v Melbourne","3432.05298","346.21001","9","374.4873","7.45325","139.16361","28","0","1255.77002","1783.8700001239777","94a2b105-2482-4bba-a7d7-127375bd0809","909a916f-b95d-44e4-8b9c-51b5ef5f1d35","9d503672-2b56-4b61-a7d4-b38b4bb744f0"
"Finn Maginness","Hybrid","Round 23 v Melbourne","3926.75342","459.48999","13","405.19305","7.78349","139.27292","30","0","1320.85999","1691.6799998283386","94a2b105-2482-4bba-a7d7-127375bd0809","909a916f-b95d-44e4-8b9c-51b5ef5f1d35","56b92e45-d986-4927-8d1a-639637223d60"
"Henry Hustwaite","Hybrid","Round 23 v Melbourne","3059.64697","187.56","4","325.91745","6.84389","139.28379","25","0","1247.05005","1798.75","94a2b105-2482-4bba-a7d7-127375bd0809","9924c3a1-cc5a-4983-8d2d-e3e29d20bb26","3ab76dfd-342a-4c9d-a500-efd9ad5f4d80"
"Henry Hustwaite","Hybrid","Round 23 v Melbourne","2108.70752","188.04","3","219.5058","7.07653","126.57181","14","0","749.07001","1640.25","94a2b105-2482-4bba-a7d7-127375bd0809","9924c3a1-cc5a-4983-8d2d-e3e29d20bb26","5578600d-9764-425d-8a84-34aaa831a2ae"
"Henry Hustwaite","Hybrid","Round 23 v Melbourne","3082.34424","256.62","5","328.45901","6.77716","142.52846","21","0","1258.26001","1783.8700001239777","94a2b105-2482-4bba-a7d7-127375bd0809","9924c3a1-cc5a-4983-8d2d-e3e29d20bb26","9d503672-2b56-4b61-a7d4-b38b4bb744f0"
"Henry Hustwaite","Hybrid","Round 23 v Melbourne","3446.49414","66.67","0","370.99576","6.00978","138.76544","25","0","1539.18994","1691.6799998283386","94a2b105-2482-4bba-a7d7-127375bd0809","9924c3a1-cc5a-4983-8d2d-e3e29d20bb26","56b92e45-d986-4927-8d1a-639637223d60"
"Ned Long","Hybrid","Round 23 v Melbourne","3441.10083","606.47002","13","358.34955","8.20114","154.62494","25","0","1115.79004","1798.75","94a2b105-2482-4bba-a7d7-127375bd0809","9e180dc9-8f80-427c-82ca-b0530d71c3da","3ab76dfd-342a-4c9d-a500-efd9ad5f4d80"
"Ned Long","Hybrid","Round 23 v Melbourne","2615.68774","257.90001","5","269.41809","7.64321","143.86666","19","0","908.71997","1640.25","94a2b105-2482-4bba-a7d7-127375bd0809","9e180dc9-8f80-427c-82ca-b0530d71c3da","5578600d-9764-425d-8a84-34aaa831a2ae"
"Ned Long","Hybrid","Round 23 v Melbourne","2505.73267","307.87","8","259.98947","7.04965","150.5864","17","0","906.85999","1783.8700001239777","94a2b105-2482-4bba-a7d7-127375bd0809","9e180dc9-8f80-427c-82ca-b0530d71c3da","9d503672-2b56-4b61-a7d4-b38b4bb744f0"
"Ned Long","Hybrid","Round 23 v Melbourne","3344.52783","367.03999000000005","8","358.65906","7.54226","145.64644","35","0","1226.07007","1691.6799998283386","94a2b105-2482-4bba-a7d7-127375bd0809","9e180dc9-8f80-427c-82ca-b0530d71c3da","56b92e45-d986-4927-8d1a-639637223d60"
